Area_Code;Cogs;Difference_Between_Actual_And_Target_Profit;Date;Inventory_Margin;Margin;Market_size;Market;Marketing;Product_line;Product_type;Product;Profit;Sales;State;Target_cogs;Target_margin;Target_profit;Target_sales;Total_expenses;Type;Profit_status;Duplicate_check;Countblank;Derived_gap;Sales_status;Profit_status_vs_Target;Sum_of_sales;Sum_of_profits
505;35;-8;10/1/2319;248;47;Small Market;South;11;Beans;Espresso;Decaf Espresso;12;87;New Mexico;20;40;20;60;39;Decaf;Profit;;;-8;Met;Missed;202895;64311
702;29;-13;10/1/2320;1003;35;Small Market;West;8;Beans;Coffee;Decaf Irish Cream;7;68;Nevada;30;40;20;70;30;Decaf;Profit;;;-13;Met;Missed;202895;64311
515;29;-13;10/1/2321;1003;35;Small Market;Central;8;Beans;Coffee;Colombian;7;68;Iowa;20;40;20;60;30;Regular;Profit;;;-13;Met;Missed;202895;64311
603;34;-4;10/1/2322;211;42;Small Market;East;12;Beans;Espresso;Regular Espresso;-4;81;New Hampshire;30;40;0;70;45;Regular;Loss;;;-4;Met;Missed;202895;64311
580;32;13;10/1/2323;482;48;Small Market;South;8;Beans;Espresso;Caffe Mocha;43;85;Oklahoma;20;40;30;60;19;Regular;Profit;;;13;Met;Met;202895;64311
775;0;16;10/1/2324;387;43;Small Market;West;0;Beans;Espresso;Caffe Latte;46;46;Nevada;0;40;30;40;12;Regular;Profit;;;16;Met;Met;202895;64311
435;33;10;10/1/2325;836;48;Small Market;West;9;Beans;Espresso;Caffe Latte;40;86;Utah;30;40;30;70;21;Regular;Profit;;;10;Met;Met;202895;64311
314;82;-13;10/1/2326;1804;40;Small Market;Central;25;Leaves;Herbal Tea;Lemon;-13;130;Missouri;70;40;0;110;49;Decaf;Loss;;;-13;Met;Missed;202895;64311
435;82;-12;10/1/2327;1804;40;Small Market;West;25;Leaves;Herbal Tea;Mint;-12;130;Utah;70;40;0;110;48;Decaf;Loss;;;-12;Met;Missed;202895;64311
636;35;3;10/1/2328;248;47;Small Market;Central;11;Leaves;Tea;Darjeeling;13;87;Missouri;20;40;10;60;38;Regular;Profit;;;3;Met;Met;202895;64311
573;34;-4;10/1/2329;211;42;Small Market;Central;12;Leaves;Tea;Earl Grey;-4;81;Missouri;20;40;0;60;45;Regular;Loss;;;-4;Met;Missed;202895;64311
314;33;-6;10/1/2330;243;41;Small Market;Central;12;Leaves;Tea;Green Tea;-6;79;Missouri;20;40;0;60;45;Regular;Loss;;;-6;Met;Missed;202895;64311
603;0;17;10/1/2331;387;43;Small Market;East;0;Leaves;Tea;Green Tea;47;46;New Hampshire;0;40;30;40;11;Regular;Profit;;;17;Met;Met;202895;64311
435;44;0;10/1/2332;325;62;Small Market;West;40;Leaves;Tea;Darjeeling;-10;113;Utah;30;40;-10;70;69;Regular;Loss;;;0;Met;Met;202895;64311
614;29;7;10/1/2333;490;44;Major Market;Central;8;Leaves;Herbal Tea;Chamomile;37;78;Ohio;20;40;30;60;19;Decaf;Profit;;;7;Met;Met;202895;64311
440;33;13;10/1/2334;870;49;Major Market;Central;9;Leaves;Herbal Tea;Lemon;43;87;Ohio;30;40;30;70;20;Decaf;Profit;;;13;Met;Met;202895;64311
774;46;0;10/1/2335;422;57;Major Market;East;17;Leaves;Herbal Tea;Lemon;10;110;Massachusetts;30;40;10;70;50;Decaf;Profit;;;0;Met;Met;202895;64311
321;30;9;10/1/2336;882;45;Major Market;East;8;Leaves;Tea;Darjeeling;39;80;Florida;30;40;30;70;19;Regular;Profit;;;9;Met;Met;202895;64311
774;29;7;10/1/2337;490;44;Major Market;East;8;Leaves;Tea;Green Tea;37;78;Massachusetts;30;40;30;70;19;Regular;Profit;;;7;Met;Met;202895;64311
608;24;-11;10/1/2338;567;32;Small Market;Central;7;Beans;Espresso;Decaf Espresso;19;60;Wisconsin;30;40;30;70;19;Decaf;Profit;;;-11;Met;Missed;202895;64311
775;0;16;10/1/2339;344;43;Small Market;West;0;Beans;Espresso;Caffe Latte;46;46;Nevada;0;40;30;40;12;Regular;Profit;;;16;Met;Met;202895;64311
435;31;9;10/1/2340;844;46;Small Market;West;8;Beans;Espresso;Caffe Latte;39;82;Utah;30;40;30;70;20;Regular;Profit;;;9;Met;Met;202895;64311
715;34;15;10/1/2341;863;51;Small Market;Central;9;Leaves;Herbal Tea;Lemon;45;91;Wisconsin;30;40;30;70;21;Decaf;Profit;;;15;Met;Met;202895;64311
603;39;-7;10/1/2342;250;49;Small Market;East;14;Leaves;Herbal Tea;Lemon;3;94;New Hampshire;20;40;10;60;47;Decaf;Profit;;;-7;Met;Missed;202895;64311
505;31;-10;10/1/2343;1009;38;Small Market;South;9;Leaves;Herbal Tea;Lemon;10;74;New Mexico;20;40;20;60;31;Decaf;Profit;;;-10;Met;Missed;202895;64311
314;38;6;10/1/2344;256;51;Small Market;Central;12;Leaves;Tea;Darjeeling;16;95;Missouri;30;40;10;70;40;Regular;Profit;;;6;Met;Met;202895;64311
660;39;3;10/1/2345;250;49;Small Market;Central;14;Leaves;Tea;Green Tea;3;94;Missouri;30;40;0;70;47;Regular;Profit;;;3;Met;Met;202895;64311
603;0;17;10/1/2346;344;43;Small Market;East;0;Leaves;Tea;Green Tea;47;46;New Hampshire;0;40;30;40;11;Regular;Profit;;;17;Met;Met;202895;64311
253;41;25;10/1/2347;320;66;Small Market;West;12;Leaves;Tea;Darjeeling;45;114;Washington;30;40;20;70;36;Regular;Profit;;;25;Met;Met;202895;64311
435;38;8;10/1/2348;256;51;Small Market;West;12;Leaves;Tea;Earl Grey;18;95;Utah;20;40;10;60;39;Regular;Profit;;;8;Met;Met;202895;64311
253;43;22;10/1/2349;466;63;Small Market;West;13;Leaves;Tea;Earl Grey;42;113;Washington;30;40;20;70;35;Regular;Profit;;;22;Met;Met;202895;64311
216;51;-35;10/1/2350;503;71;Major Market;Central;46;Beans;Coffee;Decaf Irish Cream;-5;122;Ohio;40;70;30;110;76;Decaf;Loss;;;-35;Met;Missed;202895;64311
440;52;-34;10/1/2351;405;71;Major Market;Central;17;Beans;Coffee;Amaretto;26;123;Ohio;40;70;60;110;45;Regular;Profit;;;-34;Met;Missed;202895;64311
937;43;-32;10/1/2352;419;64;Major Market;Central;13;Beans;Coffee;Colombian;28;107;Ohio;30;70;60;100;36;Regular;Profit;;;-32;Met;Missed;202895;64311
774;51;-41;10/1/2353;542;65;Major Market;East;46;Beans;Espresso;Caffe Mocha;-11;116;Massachusetts;30;70;30;100;76;Regular;Loss;;;-41;Met;Missed;202895;64311
832;72;5;10/1/2354;-868;110;Major Market;South;23;Beans;Espresso;Caffe Latte;55;182;Texas;40;70;50;110;55;Regular;Profit;;;5;Met;Met;202895;64311
863;48;-14;10/1/2355;851;70;Major Market;East;13;Leaves;Tea;Green Tea;46;118;Florida;50;70;60;120;24;Regular;Profit;;;-14;Met;Missed;202895;64311
985;60;-12;10/1/2356;329;99;Small Market;South;18;Beans;Espresso;Caffe Mocha;58;159;Louisiana;30;70;70;100;41;Regular;Profit;;;-12;Met;Missed;202895;64311
971;52;-33;10/1/2357;405;71;Small Market;West;17;Beans;Espresso;Caffe Mocha;27;123;Oregon;30;70;60;100;44;Regular;Profit;;;-33;Met;Missed;202895;64311
253;56;-34;10/1/2358;385;70;Small Market;West;21;Beans;Espresso;Caffe Mocha;16;126;Washington;40;70;50;110;54;Regular;Profit;;;-34;Met;Missed;202895;64311
405;56;-34;10/1/2359;385;70;Small Market;South;21;Leaves;Herbal Tea;Chamomile;16;126;Oklahoma;40;70;50;110;54;Decaf;Profit;;;-34;Met;Missed;202895;64311
435;45;-37;10/1/2360;447;69;Small Market;West;14;Leaves;Herbal Tea;Lemon;23;114;Utah;20;70;60;90;46;Decaf;Profit;;;-37;Met;Missed;202895;64311
567;52;-13;10/1/2361;509;73;Major Market;Central;47;Beans;Coffee;Decaf Irish Cream;-3;125;Ohio;50;70;10;120;76;Decaf;Loss;;;-13;Met;Missed;202895;64311
614;46;-8;10/1/2362;424;68;Major Market;Central;14;Beans;Coffee;Colombian;32;114;Ohio;40;70;40;110;36;Regular;Profit;;;-8;Met;Missed;202895;64311
303;52;-14;10/1/2363;509;73;Major Market;Central;47;Leaves;Herbal Tea;Lemon;-4;125;Colorado;40;70;10;110;77;Decaf;Loss;;;-14;Met;Missed;202895;64311
720;59;-8;10/1/2364;411;79;Major Market;Central;19;Leaves;Herbal Tea;Mint;32;138;Colorado;50;70;40;120;47;Decaf;Profit;;;-8;Met;Missed;202895;64311
713;59;-8;10/1/2365;411;79;Major Market;South;19;Leaves;Herbal Tea;Chamomile;32;138;Texas;50;70;40;120;47;Decaf;Profit;;;-8;Met;Missed;202895;64311
718;50;-3;10/1/2366;589;73;Major Market;East;14;Leaves;Tea;Green Tea;47;123;New York;50;70;50;120;26;Regular;Profit;;;-3;Met;Missed;202895;64311
860;53;-14;10/1/2367;380;71;Small Market;East;17;Beans;Espresso;Decaf Espresso;26;124;Connecticut;50;70;40;120;45;Decaf;Profit;;;-14;Met;Missed;202895;64311
435;54;2;10/1/2368;885;78;Small Market;West;15;Beans;Espresso;Decaf Espresso;52;132;Utah;50;70;50;120;26;Decaf;Profit;;;2;Met;Met;202895;64311
505;43;-10;10/1/2369;452;66;Small Market;South;14;Beans;Coffee;Colombian;20;109;New Mexico;50;70;30;120;46;Regular;Profit;;;-10;Met;Missed;202895;64311
504;61;-9;10/1/2370;-906;86;Small Market;South;55;Beans;Espresso;Caffe Latte;1;147;Louisiana;40;70;10;110;85;Regular;Profit;;;-9;Met;Missed;202895;64311
541;55;-14;10/1/2371;410;69;Small Market;West;20;Beans;Espresso;Caffe Latte;16;124;Oregon;50;70;30;120;53;Regular;Profit;;;-14;Met;Missed;202895;64311
860;82;8;10/1/2372;601;102;Small Market;East;31;Leaves;Herbal Tea;Lemon;38;184;Connecticut;60;70;30;130;64;Decaf;Profit;;;8;Met;Met;202895;64311
715;61;2;10/1/2373;613;86;Small Market;Central;55;Leaves;Tea;Earl Grey;2;147;Wisconsin;50;70;0;120;84;Regular;Profit;;;2;Met;Met;202895;64311
425;53;-1;10/1/2374;321;88;Small Market;West;16;Leaves;Tea;Darjeeling;49;141;Washington;30;70;50;100;39;Regular;Profit;;;-1;Met;Missed;202895;64311
419;47;-16;10/1/2375;521;65;Major Market;Central;42;Beans;Coffee;Decaf Irish Cream;-6;112;Ohio;40;70;10;110;71;Decaf;Loss;;;-16;Met;Missed;202895;64311
513;54;-11;10/1/2376;424;73;Major Market;Central;17;Beans;Coffee;Amaretto;29;127;Ohio;50;70;40;120;44;Regular;Profit;;;-11;Met;Missed;202895;64311
512;67;17;10/1/2377;-1239;101;Major Market;South;22;Beans;Espresso;Caffe Latte;47;168;Texas;50;70;30;120;54;Regular;Profit;;;17;Met;Met;202895;64311
309;54;3;10/1/2378;601;79;Major Market;Central;15;Leaves;Tea;Darjeeling;53;133;Illinois;40;70;50;110;26;Regular;Profit;;;3;Met;Met;202895;64311
816;63;-4;10/1/2379;1075;76;Small Market;Central;19;Beans;Coffee;Decaf Irish Cream;36;139;Missouri;60;70;40;130;40;Decaf;Profit;;;-4;Met;Missed;202895;64311
959;49;-19;10/1/2380;392;65;Small Market;East;16;Beans;Espresso;Decaf Espresso;21;114;Connecticut;40;70;40;110;44;Decaf;Profit;;;-19;Met;Missed;202895;64311
435;50;-3;10/1/2381;898;73;Small Market;West;14;Beans;Espresso;Decaf Espresso;47;123;Utah;40;70;50;110;26;Decaf;Profit;;;-3;Met;Missed;202895;64311
603;52;-13;10/1/2382;327;75;Small Market;East;16;Beans;Coffee;Amaretto;37;127;New Hampshire;40;70;50;110;38;Regular;Profit;;;-13;Met;Missed;202895;64311
475;55;-12;10/1/2383;627;76;Small Market;East;49;Beans;Espresso;Caffe Mocha;-2;131;Connecticut;50;70;10;120;78;Regular;Loss;;;-12;Met;Missed;202895;64311
603;49;-14;10/1/2384;335;69;Small Market;East;44;Beans;Espresso;Caffe Mocha;-4;118;New Hampshire;40;70;10;110;73;Regular;Loss;;;-14;Met;Missed;202895;64311
503;41;-19;10/1/2385;482;57;Small Market;West;13;Beans;Coffee;Colombian;1;98;Oregon;40;70;20;110;56;Regular;Profit;;;-19;Met;Missed;202895;64311
503;54;-12;10/1/2386;424;73;Small Market;West;17;Beans;Espresso;Caffe Mocha;28;127;Oregon;50;70;40;120;45;Regular;Profit;;;-12;Met;Missed;202895;64311
405;65;2;10/1/2387;403;80;Small Market;South;24;Leaves;Herbal Tea;Chamomile;22;145;Oklahoma;60;70;20;130;58;Decaf;Profit;;;2;Met;Met;202895;64311
435;52;-4;10/1/2388;327;75;Small Market;West;16;Leaves;Herbal Tea;Chamomile;36;127;Utah;40;70;40;110;39;Decaf;Profit;;;-4;Met;Missed;202895;64311
801;48;-12;10/1/2389;462;74;Small Market;West;15;Leaves;Herbal Tea;Lemon;28;122;Utah;40;70;40;110;46;Decaf;Profit;;;-12;Met;Missed;202895;64311
425;49;-4;10/1/2390;845;71;Small Market;West;13;Leaves;Herbal Tea;Lemon;46;120;Washington;40;70;50;110;25;Decaf;Profit;;;-4;Met;Missed;202895;64311
860;50;-3;10/1/2391;898;73;Small Market;East;14;Leaves;Tea;Darjeeling;47;123;Connecticut;50;70;50;120;26;Regular;Profit;;;-3;Met;Missed;202895;64311
234;51;-37;10/1/2392;503;71;Major Market;Central;46;Beans;Coffee;Decaf Irish Cream;-7;130;Ohio;40;70;30;110;76;Decaf;Loss;;;-37;Met;Missed;202895;64311
614;52;-21;10/1/2393;405;71;Major Market;Central;17;Beans;Coffee;Amaretto;39;131;Ohio;40;70;60;110;45;Regular;Profit;;;-21;Met;Missed;202895;64311
937;43;-18;10/1/2394;419;64;Major Market;Central;13;Beans;Coffee;Colombian;42;114;Ohio;30;70;60;100;36;Regular;Profit;;;-18;Met;Missed;202895;64311
774;51;-46;10/1/2395;542;65;Major Market;East;46;Beans;Espresso;Caffe Mocha;-16;124;Massachusetts;30;70;30;100;76;Regular;Loss;;;-46;Met;Missed;202895;64311
682;72;32;10/1/2396;-868;110;Major Market;South;23;Beans;Espresso;Caffe Latte;82;194;Texas;40;70;50;110;55;Regular;Profit;;;32;Met;Met;202895;64311
772;48;8;10/1/2397;851;70;Major Market;East;13;Leaves;Tea;Green Tea;68;126;Florida;50;70;60;120;24;Regular;Profit;;;8;Met;Met;202895;64311
225;60;16;10/1/2398;329;99;Small Market;South;18;Beans;Espresso;Caffe Mocha;86;169;Louisiana;30;70;70;100;41;Regular;Profit;;;16;Met;Met;202895;64311
541;52;-20;10/1/2399;405;71;Small Market;West;17;Beans;Espresso;Caffe Mocha;40;131;Oregon;30;70;60;100;44;Regular;Profit;;;-20;Met;Missed;202895;64311
425;56;-26;10/1/2400;385;70;Small Market;West;21;Beans;Espresso;Caffe Mocha;24;134;Washington;40;70;50;110;54;Regular;Profit;;;-26;Met;Missed;202895;64311
580;56;-26;10/1/2401;385;70;Small Market;South;21;Leaves;Herbal Tea;Chamomile;24;134;Oklahoma;40;70;50;110;54;Decaf;Profit;;;-26;Met;Missed;202895;64311
435;45;-26;10/1/2402;447;69;Small Market;West;14;Leaves;Herbal Tea;Lemon;34;121;Utah;20;70;60;90;46;Decaf;Profit;;;-26;Met;Missed;202895;64311
614;52;-14;10/1/2403;509;73;Major Market;Central;47;Beans;Coffee;Decaf Irish Cream;-4;133;Ohio;50;70;10;120;76;Decaf;Loss;;;-14;Met;Missed;202895;64311
234;46;7;10/1/2404;424;68;Major Market;Central;14;Beans;Coffee;Colombian;47;121;Ohio;40;70;40;110;36;Regular;Profit;;;7;Met;Met;202895;64311
970;52;-16;10/1/2405;509;73;Major Market;Central;47;Leaves;Herbal Tea;Lemon;-6;133;Colorado;40;70;10;110;77;Decaf;Loss;;;-16;Met;Missed;202895;64311
970;59;7;10/1/2406;411;79;Major Market;Central;19;Leaves;Herbal Tea;Mint;47;147;Colorado;50;70;40;120;47;Decaf;Profit;;;7;Met;Met;202895;64311
936;59;7;10/1/2407;411;79;Major Market;South;19;Leaves;Herbal Tea;Chamomile;47;147;Texas;50;70;40;120;47;Decaf;Profit;;;7;Met;Met;202895;64311
914;50;20;10/1/2408;589;73;Major Market;East;14;Leaves;Tea;Green Tea;70;131;New York;50;70;50;120;26;Regular;Profit;;;20;Met;Met;202895;64311
203;53;-1;10/1/2409;380;71;Small Market;East;17;Beans;Espresso;Decaf Espresso;39;132;Connecticut;50;70;40;120;45;Decaf;Profit;;;-1;Met;Missed;202895;64311
435;54;27;10/1/2410;885;78;Small Market;West;15;Beans;Espresso;Decaf Espresso;77;141;Utah;50;70;50;120;26;Decaf;Profit;;;27;Met;Met;202895;64311
505;43;0;10/1/2411;452;66;Small Market;South;14;Beans;Coffee;Colombian;30;116;New Mexico;50;70;30;120;46;Regular;Profit;;;0;Met;Met;202895;64311
318;61;-9;10/1/2412;-906;86;Small Market;South;55;Beans;Espresso;Caffe Latte;1;157;Louisiana;40;70;10;110;85;Regular;Profit;;;-9;Met;Missed;202895;64311
503;55;-6;10/1/2413;410;69;Small Market;West;20;Beans;Espresso;Caffe Latte;24;132;Oregon;50;70;30;120;53;Regular;Profit;;;-6;Met;Missed;202895;64311
475;82;26;10/1/2414;601;102;Small Market;East;31;Leaves;Herbal Tea;Lemon;56;196;Connecticut;60;70;30;130;64;Decaf;Profit;;;26;Met;Met;202895;64311
715;61;3;10/1/2415;613;86;Small Market;Central;55;Leaves;Tea;Earl Grey;3;157;Wisconsin;50;70;0;120;84;Regular;Profit;;;3;Met;Met;202895;64311
509;53;23;10/1/2416;321;88;Small Market;West;16;Leaves;Tea;Darjeeling;73;150;Washington;30;70;50;100;39;Regular;Profit;;;23;Met;Met;202895;64311
513;47;-19;10/1/2417;521;65;Major Market;Central;42;Beans;Coffee;Decaf Irish Cream;-9;119;Ohio;40;70;10;110;71;Decaf;Loss;;;-19;Met;Missed;202895;64311
234;54;3;10/1/2418;424;73;Major Market;Central;17;Beans;Coffee;Amaretto;43;135;Ohio;50;70;40;120;44;Regular;Profit;;;3;Met;Met;202895;64311
361;67;40;10/1/2419;-1239;101;Major Market;South;22;Beans;Espresso;Caffe Latte;70;179;Texas;50;70;30;120;54;Regular;Profit;;;40;Met;Met;202895;64311
630;54;29;10/1/2420;601;79;Major Market;Central;15;Leaves;Tea;Darjeeling;79;142;Illinois;40;70;50;110;26;Regular;Profit;;;29;Met;Met;202895;64311
636;63;13;10/1/2421;1075;76;Small Market;Central;19;Beans;Coffee;Decaf Irish Cream;53;148;Missouri;60;70;40;130;40;Decaf;Profit;;;13;Met;Met;202895;64311
203;49;-9;10/1/2422;392;65;Small Market;East;16;Beans;Espresso;Decaf Espresso;31;121;Connecticut;40;70;40;110;44;Decaf;Profit;;;-9;Met;Missed;202895;64311
435;50;20;10/1/2423;898;73;Small Market;West;14;Beans;Espresso;Decaf Espresso;70;131;Utah;40;70;50;110;26;Decaf;Profit;;;20;Met;Met;202895;64311
603;52;5;10/1/2424;327;75;Small Market;East;16;Beans;Coffee;Amaretto;55;135;New Hampshire;40;70;50;110;38;Regular;Profit;;;5;Met;Met;202895;64311
203;55;-13;10/1/2425;627;76;Small Market;East;49;Beans;Espresso;Caffe Mocha;-3;140;Connecticut;50;70;10;120;78;Regular;Loss;;;-13;Met;Missed;202895;64311
603;49;-16;10/1/2426;335;69;Small Market;East;44;Beans;Espresso;Caffe Mocha;-6;126;New Hampshire;40;70;10;110;73;Regular;Loss;;;-16;Met;Missed;202895;64311
541;41;-19;10/1/2427;482;57;Small Market;West;13;Beans;Coffee;Colombian;1;104;Oregon;40;70;20;110;56;Regular;Profit;;;-19;Met;Missed;202895;64311
503;54;2;10/1/2428;424;73;Small Market;West;17;Beans;Espresso;Caffe Mocha;42;135;Oregon;50;70;40;120;45;Regular;Profit;;;2;Met;Met;202895;64311
405;65;13;10/1/2429;403;80;Small Market;South;24;Leaves;Herbal Tea;Chamomile;33;155;Oklahoma;60;70;20;130;58;Decaf;Profit;;;13;Met;Met;202895;64311
435;52;13;10/1/2430;327;75;Small Market;West;16;Leaves;Herbal Tea;Chamomile;53;135;Utah;40;70;40;110;39;Decaf;Profit;;;13;Met;Met;202895;64311
435;48;2;10/1/2431;462;74;Small Market;West;15;Leaves;Herbal Tea;Lemon;42;130;Utah;40;70;40;110;46;Decaf;Profit;;;2;Met;Met;202895;64311
425;49;18;10/1/2432;845;71;Small Market;West;13;Leaves;Herbal Tea;Lemon;68;128;Washington;40;70;50;110;25;Decaf;Profit;;;18;Met;Met;202895;64311
959;50;20;10/1/2433;898;73;Small Market;East;14;Leaves;Tea;Darjeeling;70;131;Connecticut;50;70;50;120;26;Regular;Profit;;;20;Met;Met;202895;64311
937;21;-14;10/1/2434;480;32;Major Market;Central;5;Leaves;Herbal Tea;Chamomile;16;53;Ohio;0;30;30;30;16;Decaf;Profit;;;-14;Met;Missed;202895;64311
513;27;-10;10/1/2435;859;39;Major Market;Central;7;Leaves;Herbal Tea;Lemon;20;66;Ohio;10;30;30;40;19;Decaf;Profit;;;-10;Met;Missed;202895;64311
850;56;-4;10/1/2436;385;70;Major Market;East;21;Leaves;Herbal Tea;Lemon;16;126;Florida;30;30;20;60;54;Decaf;Profit;;;-4;Met;Missed;202895;64311
781;54;-7;10/1/2437;404;66;Major Market;East;20;Leaves;Herbal Tea;Lemon;13;120;Massachusetts;30;30;20;60;53;Decaf;Profit;;;-7;Met;Missed;202895;64311
413;21;-15;10/1/2438;480;32;Major Market;East;5;Leaves;Tea;Green Tea;15;53;Massachusetts;20;30;30;50;17;Regular;Profit;;;-15;Met;Missed;202895;64311
505;39;-6;10/1/2439;244;53;Small Market;South;12;Beans;Espresso;Decaf Espresso;14;92;New Mexico;20;30;20;50;39;Decaf;Profit;;;-6;Met;Missed;202895;64311
702;23;-13;10/1/2440;800;35;Small Market;West;6;Beans;Espresso;Decaf Espresso;17;58;Nevada;10;30;30;40;18;Decaf;Profit;;;-13;Met;Missed;202895;64311
563;21;-15;10/1/2441;846;31;Small Market;Central;5;Beans;Coffee;Amaretto;15;52;Iowa;10;30;30;40;16;Regular;Profit;;;-15;Met;Missed;202895;64311
603;25;-22;10/1/2442;209;31;Small Market;East;9;Beans;Espresso;Regular Espresso;-12;56;New Hampshire;10;30;10;40;43;Regular;Loss;;;-22;Met;Missed;202895;64311
405;21;-15;10/1/2443;480;32;Small Market;South;5;Beans;Espresso;Caffe Mocha;15;53;Oklahoma;0;30;30;30;17;Regular;Profit;;;-15;Met;Missed;202895;64311
702;0;2;10/1/2444;430;43;Small Market;West;0;Beans;Espresso;Caffe Latte;32;43;Nevada;0;30;30;30;11;Regular;Profit;;;2;Met;Met;202895;64311
603;34;-23;10/1/2445;240;43;Small Market;East;12;Leaves;Herbal Tea;Lemon;-3;77;New Hampshire;10;30;20;40;46;Decaf;Loss;;;-23;Met;Missed;202895;64311
505;21;-16;10/1/2446;846;31;Small Market;South;5;Leaves;Herbal Tea;Chamomile;14;52;New Mexico;10;30;30;40;17;Decaf;Profit;;;-16;Met;Missed;202895;64311
971;25;-13;10/1/2447;820;36;Small Market;West;7;Leaves;Herbal Tea;Chamomile;17;61;Oregon;10;30;30;40;19;Decaf;Profit;;;-13;Met;Missed;202895;64311
314;34;-13;10/1/2448;240;43;Small Market;Central;12;Leaves;Tea;Green Tea;-3;77;Missouri;10;30;10;40;46;Regular;Loss;;;-13;Met;Missed;202895;64311
603;21;-16;10/1/2449;846;31;Small Market;East;5;Leaves;Tea;Darjeeling;14;52;New Hampshire;20;30;30;50;17;Regular;Profit;;;-16;Met;Missed;202895;64311
435;39;-6;10/1/2450;244;53;Small Market;West;12;Leaves;Tea;Earl Grey;14;92;Utah;10;30;20;40;39;Regular;Profit;;;-6;Met;Missed;202895;64311
360;46;1;10/1/2451;449;67;Small Market;West;14;Leaves;Tea;Earl Grey;31;113;Washington;20;30;30;50;36;Regular;Profit;;;1;Met;Met;202895;64311
775;22;-3;10/1/2452;802;34;Small Market;West;6;Beans;Espresso;Decaf Espresso;17;56;Nevada;20;30;20;50;17;Decaf;Profit;;;-3;Met;Missed;202895;64311
505;34;6;10/1/2453;-522;42;Small Market;South;12;Beans;Espresso;Caffe Latte;-4;76;New Mexico;20;30;-10;50;46;Regular;Loss;;;6;Met;Met;202895;64311
253;22;-9;10/1/2454;570;30;Small Market;West;7;Beans;Espresso;Caffe Latte;11;52;Washington;20;30;20;50;19;Regular;Profit;;;-9;Met;Missed;202895;64311
603;33;-4;10/1/2455;243;41;Small Market;East;12;Leaves;Herbal Tea;Lemon;-4;74;New Hampshire;20;30;0;50;45;Decaf;Loss;;;-4;Met;Missed;202895;64311
505;29;-5;10/1/2456;1003;35;Small Market;South;8;Leaves;Herbal Tea;Lemon;5;64;New Mexico;20;30;10;50;30;Decaf;Profit;;;-5;Met;Missed;202895;64311
503;25;-1;10/1/2457;823;38;Small Market;West;7;Leaves;Herbal Tea;Chamomile;19;63;Oregon;20;30;20;50;19;Decaf;Profit;;;-1;Met;Missed;202895;64311
603;15;-12;10/1/2458;848;24;Small Market;East;4;Leaves;Tea;Darjeeling;8;39;New Hampshire;10;30;20;40;16;Regular;Profit;;;-12;Met;Missed;202895;64311
541;32;-2;10/1/2459;482;48;Small Market;West;8;Leaves;Tea;Darjeeling;28;80;Oregon;20;30;30;50;20;Regular;Profit;;;-2;Met;Missed;202895;64311
435;35;-1;10/1/2460;248;47;Small Market;West;11;Leaves;Tea;Earl Grey;9;82;Utah;20;30;10;50;38;Regular;Profit;;;-1;Met;Missed;202895;64311
801;34;-3;10/1/2461;211;42;Small Market;West;12;Leaves;Tea;Green Tea;-3;76;Utah;20;30;0;50;45;Regular;Loss;;;-3;Met;Missed;202895;64311
772;24;-8;10/1/2462;567;32;Major Market;East;7;Leaves;Herbal Tea;Chamomile;12;56;Florida;10;30;20;40;20;Decaf;Profit;;;-8;Met;Missed;202895;64311
505;38;12;10/1/2463;256;51;Small Market;South;12;Beans;Espresso;Decaf Espresso;12;89;New Mexico;30;30;0;60;39;Decaf;Profit;;;12;Met;Met;202895;64311
702;23;-3;10/1/2464;807;35;Small Market;West;6;Beans;Espresso;Decaf Espresso;17;58;Nevada;20;30;20;50;18;Decaf;Profit;;;-3;Met;Missed;202895;64311
641;16;-10;10/1/2465;851;25;Small Market;Central;4;Beans;Coffee;Amaretto;10;41;Iowa;10;30;20;40;15;Regular;Profit;;;-10;Met;Missed;202895;64311
563;31;-2;10/1/2466;1009;38;Small Market;Central;9;Beans;Coffee;Colombian;8;69;Iowa;30;30;10;60;30;Regular;Profit;;;-2;Met;Missed;202895;64311
603;20;-16;10/1/2467;218;25;Small Market;East;7;Beans;Espresso;Regular Espresso;-16;45;New Hampshire;10;30;0;40;41;Regular;Loss;;;-16;Met;Missed;202895;64311
580;29;4;10/1/2468;490;44;Small Market;South;8;Beans;Espresso;Caffe Mocha;24;73;Oklahoma;20;30;20;50;20;Regular;Profit;;;4;Met;Met;202895;64311
253;24;-7;10/1/2469;567;32;Small Market;West;7;Beans;Espresso;Caffe Latte;13;56;Washington;20;30;20;50;19;Regular;Profit;;;-7;Met;Missed;202895;64311
541;24;-1;10/1/2470;829;36;Small Market;West;6;Leaves;Herbal Tea;Chamomile;19;60;Oregon;20;30;20;50;17;Decaf;Profit;;;-1;Met;Missed;202895;64311
603;16;-10;10/1/2471;851;25;Small Market;East;4;Leaves;Tea;Darjeeling;10;41;New Hampshire;10;30;20;40;15;Regular;Profit;;;-10;Met;Missed;202895;64311
971;29;-5;10/1/2472;490;44;Small Market;West;8;Leaves;Tea;Darjeeling;25;73;Oregon;20;30;30;50;19;Regular;Profit;;;-5;Met;Missed;202895;64311
